gene	symbol	category	lipo_annote	rpos_annote_caimano	rpos_annote_grassmann	rrp1_annote	rel_recov_annote	rel_starve_annote	rel_station_annote	unreg	baseMean	log2fc_12	padj_12	log2fc_13	padj_13	log2fc_1e	padj_1e	log2fc_23	padj_23	log2fc_3e	padj_3e
BB_L34	BB_L34	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	87.18160748	0.24355439	0.195701468	0.366281227	0.142141638	0.475820829	0.091851291	0.007584314	0.938732791	0.012738564	0.95747911
BB_0697	rimM	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1929.321398	-0.13246017	0.197211943	-0.229737557	0.016150599	-0.249656648	0.006799788	-0.072131606	0.455606368	-0.010605446	0.939208891
BB_0720	thrS	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	4924.172698	-0.121002567	0.197211943	-0.30825109	0.000277569	-0.314539888	0.000128988	-0.15844868	0.076913733	7.13E-05	0.999898562
BB_N06	BB_N06	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	108.2721968	-0.242229088	0.197211943	-0.245304025	0.299311782	-0.395898359	0.147266788	0.021924137	0.848424085	-0.041972766	0.842147628
BB_B28	BB_B28	NA	NA	NA	NA	up	NA	NA	NA	FALSE	768.2700692	0.20173978	0.198656568	-0.147217139	0.401004814	-0.098951158	0.604732747	-0.346541167	0.026918186	0.052274558	0.787670295
BB_S45	BB_S45	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	201.3105574	0.241318305	0.19988742	1.36021752	1.91E-06	1.470697295	9.87E-08	0.800236521	0.005519387	0.044054914	0.841581465
BB_O05	BB_O05	U	NA	NA	NA	NA	NA	NA	down	FALSE	46.78413076	0.196267768	0.19988742	0.326408059	0.205190115	0.853416316	0.025152625	-0.004257894	0.954153044	0.106581553	0.54510366
BB_0227	BB_0227	U	P	NA	NA	NA	NA	up	up	FALSE	448.3434594	-0.186834219	0.206486688	-0.365048781	0.016918078	-0.097397227	0.581601484	-0.090544369	0.444592284	0.249286023	0.092068441
BB_0404	BB_0404	U	NA	NA	up-nymphs	NA	NA	up	up	FALSE	55.1350602	0.216328671	0.206497295	0.975459324	0.005652268	1.874857845	3.06E-07	0.092089036	0.278391333	0.443262049	0.073236122
BB_0458	BB_0458	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	8951.405724	-0.134661305	0.206497295	-0.11879594	0.290830303	-0.226424749	0.029904959	0.019411383	0.862639686	-0.08875644	0.453477438
BB_0672	BB_0672	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1475.02658	0.15582074	0.206497295	0.126169333	0.340437349	0.053412882	0.72153602	-0.031700068	0.810829103	-0.071868113	0.596846189
BB_J34	BB_J34	NA	S	NA	NA	NA	NA	NA	NA	TRUE	2755.805161	0.128280776	0.206497295	0.069120124	0.541113953	0.57841267	1.82E-11	-0.053440945	0.589882448	0.495185221	1.95E-08
BB_H29	BB_H29	CD	NA	NA	NA	up	up	up	up	FALSE	96.14984848	0.233463112	0.208563401	0.348459616	0.161935274	1.068807746	0.000171222	0.005724569	0.954153044	0.418393357	0.06786984
BB_A52	BB_A52	NA	NA	NA	down-DMCs	up	NA	NA	NA	FALSE	1542.686798	0.170640264	0.208563401	0.122419483	0.412162031	0.464625168	0.000310001	-0.044387924	0.719050633	0.301250888	0.019487078
BB_F32	BB_F32	CE	NA	NA	NA	NA	NA	down	down	FALSE	7131.227127	0.145995031	0.210030979	0.933103249	0.023452473	2.473198666	6.53E-07	0.040959079	0.516481396	0.781130608	0.034249003
BB_0251	leuS	TL	NA	NA	NA	NA	down	down	down	FALSE	5155.728882	-0.145596704	0.210240255	-0.244643087	0.028674037	-0.606703895	2.91E-09	-0.067761554	0.552092963	-0.329942643	0.001670769
BB_0278	fliM	CM	NA	NA	NA	NA	NA	down	NA	FALSE	6792.67779	-0.130501895	0.210240255	-0.162770068	0.099923167	-0.540625332	1.92E-09	-0.023022787	0.852922372	-0.341984465	0.000154721
BB_0060	BB_0060	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1491.416835	0.144031406	0.210850809	-0.003521656	0.97844769	-0.057141721	0.659346164	-0.1288893	0.208927735	-0.048198147	0.729024491
BB_0417	BB_0417	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	741.5444899	0.152462893	0.210850809	-0.062789218	0.664244127	-0.497671128	1.19E-05	-0.197552794	0.077903153	-0.412255543	0.000436819
BB_0048	BB_0048	U	NA	NA	NA	NA	NA	NA	NA	TRUE	208.3958632	0.21965602	0.211698485	0.452882909	0.029029502	0.510530619	0.015796804	0.071226429	0.539432522	0.010086565	0.966512105
BB_0078	BB_0078	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	267.6955314	-0.207089613	0.211698485	-0.066863227	0.760473168	-0.34555646	0.07324084	0.097818488	0.408538937	-0.209762521	0.225814502
BB_0809	tgt	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1633.260466	-0.150275049	0.211698485	-0.354320226	0.002032574	-1.015702495	1.47E-20	-0.147863492	0.177550553	-0.626414224	2.85E-08
BB_P27	revA1	CE	S	up	up-nymphs-DMCs	up	up	NA	NA	FALSE	74.21659296	0.212959183	0.211698485	1.441321592	9.11E-05	2.517720748	3.65E-12	0.608434609	0.034140511	0.746304362	0.013609461
BB_O29	BB_O29	NA	NA	NA	NA	up	NA	NA	NA	FALSE	52.3544796	0.20453298	0.211698485	1.56057822	6.31E-05	1.504583927	6.09E-05	0.700399212	0.029171434	-0.021961653	0.914835515
BB_0598	murB	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	659.7391077	0.175737116	0.212309184	0.175253854	0.252610424	0.214194735	0.151024108	-0.013062981	0.912257631	0.019907672	0.914835515
BB_0405	BB_0405	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1803.513788	0.192514354	0.212603245	-0.306723862	0.058135236	-0.370045818	0.021772663	-0.541155445	0.001458738	-0.027751141	0.882371993
BB_0639	BB_0639	TP	P	NA	NA	NA	NA	NA	NA	TRUE	797.4827259	0.187275718	0.212603245	-0.049010299	0.812562556	-0.054990594	0.773237553	-0.206150262	0.121973781	0.000425205	0.998124919
BB_M17	BB_M17	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	104.0443939	0.188887145	0.217205512	0.27274876	0.27575655	0.229799179	0.51314057	-0.010533222	0.893885885	-0.070849099	0.701017086
BB_P31	BB_P31	U	NA	NA	NA	NA	NA	NA	NA	TRUE	221.4108699	-0.213754832	0.219385666	-0.103949734	0.638102938	0.257761292	0.240680795	0.073562986	0.525785536	0.31633048	0.090923128
BB_0784	BB_0784	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	257.4388851	-0.207248128	0.219886613	-0.177966684	0.365390367	-0.392010687	0.046725051	0.03273917	0.806865451	-0.133888526	0.454050772
BB_0329	BB_0329	TP	P	NA	NA	NA	up	up	up	FALSE	10229.45509	0.129268505	0.220683764	0.301540338	0.001940008	0.548724607	1.94E-09	0.137022494	0.170020812	0.223878102	0.021583175
BB_0118	rseP	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1484.465646	-0.128686957	0.222223523	-0.001379504	0.991869838	-0.003037334	0.980544452	0.113932554	0.23668627	-0.001937044	0.995079638
BB_R27	BB_R27	NA	NA	NA	down-DMCs	NA	NA	NA	NA	TRUE	260.6116452	0.207487955	0.223057698	0.073663113	0.742356414	0.199082455	0.354457199	-0.090684539	0.437297716	0.080540493	0.677627797
BB_0500	rpsM	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2907.28311	-0.122937568	0.223230234	-0.192104244	0.044292129	-0.368092133	2.00E-05	-0.05049314	0.61815945	-0.160248491	0.090289484
BB_0509	BB_0509	U	NA	NA	NA	down	NA	up	up	FALSE	2237.444523	-0.129696589	0.223230234	-0.222638629	0.028860174	-0.360493812	0.00013935	-0.065432812	0.525785536	-0.118983197	0.262154071
BB_0607	pcrA	NA	NA	NA	NA	down	NA	NA	NA	FALSE	2232.73168	-0.165798051	0.223230234	0.099509801	0.527970095	-0.309435985	0.021350756	0.247909354	0.050999899	-0.392225406	0.002383225
BB_R28	BB_R28	NA	S	NA	down-DMCs	up	NA	NA	NA	FALSE	142.5435686	0.222340706	0.223230234	0.220117746	0.354971431	0.350763055	0.218855962	-0.024602099	0.826460039	0.029457949	0.892984228
BB_0201	BB_0201	CD	NA	NA	NA	NA	down	down	down	FALSE	3315.75308	-0.113008614	0.227607025	-0.381040351	3.33E-06	-0.327579534	4.24E-05	-0.241313368	0.005953128	0.056374929	0.595953739
BB_0226	serS	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	3153.863787	0.117072886	0.229464004	-0.118561419	0.229874799	0.038408347	0.713586166	-0.226864802	0.012600558	0.153748895	0.094905111
BB_0231	BB_0231	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	788.6474062	-0.166632298	0.229464004	-0.14768015	0.332035366	-0.059398445	0.726330964	0.023940361	0.856003889	0.085287561	0.582430745
BB_O30	BB_O30	NA	NA	NA	NA	up	NA	NA	NA	FALSE	238.939128	0.202265251	0.229464004	0.496718671	0.008590971	1.562527022	2.24E-17	0.126240939	0.304981852	0.966777511	2.30E-07
BB_A57	BB_A57	CE	S	NA	up-nymphs	up	up	up	NA	FALSE	352.2288629	0.216328331	0.229464004	0.712665427	0.002622594	1.171796603	7.26E-07	0.171384367	0.185389835	0.269911428	0.166670736
BB_P30	BB_P30	NA	NA	NA	NA	up	NA	NA	NA	FALSE	258.6925654	-0.200604517	0.232236514	0.083562318	0.698943147	1.057533495	1.34E-08	0.25100129	0.097885019	0.924714874	1.31E-06
BB_E16	bptA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1320.464844	-0.161123651	0.232236514	-0.136258513	0.356352123	-0.180310263	0.200622447	0.028729638	0.831197749	-0.028113896	0.86698089
BB_A68	cspA	CE	S	down	down-DMCs	NA	NA	up	NA	FALSE	3990.641646	0.123571176	0.232236514	0.360469417	9.28E-05	0.829185474	1.44E-21	0.201232421	0.03386256	0.443379887	7.72E-07
BB_0176	BB_0176	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	5126.383261	-0.107959667	0.234563455	-0.277668083	0.000549989	-0.429614195	1.63E-08	-0.144774915	0.085089646	-0.137509087	0.106071576
BB_0569	BB_0569	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2119.894443	-0.124666796	0.238125463	-0.023538986	0.870861951	0.126669262	0.214185403	0.090310745	0.359839388	0.140672665	0.166772849
BB_0553	BB_0553	U	NA	NA	NA	NA	NA	up	NA	FALSE	2420.823372	-0.146965123	0.24038153	-0.177820441	0.162722105	-0.151049751	0.22466005	-0.011669699	0.918390984	0.031029287	0.841581465
BB_N34	BB_N34	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	109.7504857	-0.208347555	0.247023218	-0.270025187	0.267199741	-0.118368115	0.70935022	0.007411352	0.939274032	0.128292338	0.512721683
BB_I28	BB_I28	NA	S	NA	NA	NA	NA	NA	NA	TRUE	139.8514024	0.207840344	0.252286839	1.106171434	5.97E-05	1.609369333	2.45E-09	0.565649476	0.023519255	0.279734974	0.166919706
BB_0582	BB_0582	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2847.134061	0.123955228	0.256700172	-0.113480419	0.313743834	-0.164480736	0.108252397	-0.225001451	0.024601988	-0.041905546	0.748979609
BB_0852	BB_0852	U	NA	NA	NA	up	NA	up	up	FALSE	371.4556224	-0.171482156	0.257309908	-0.127439796	0.455185869	0.049078009	0.794019937	0.040642418	0.757313028	0.160317867	0.301479238
BB_0651	yajC	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2431.768609	-0.119592071	0.257795514	-0.256330005	0.007699729	-0.400625347	9.99E-06	-0.106696523	0.272786917	-0.124119601	0.223610322
BB_0742	BB_0742	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	5067.682038	-0.123463885	0.257795514	-0.440198916	5.09E-06	-0.183303578	0.068087793	-0.278570868	0.006318583	0.250249437	0.010964289
BB_0264	BB_0264	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	4259.817891	-0.120792254	0.258149971	-0.092916734	0.365390367	-0.227720983	0.013777809	0.02381785	0.848424085	-0.120450024	0.241336206
BB_0246	BB_0246	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	4165.22592	0.109235048	0.258237693	-0.120207989	0.192719139	-0.07043364	0.459134089	-0.221440271	0.011658893	0.052530506	0.623702699
BB_0412	BB_0412	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	234.4236985	-0.18565431	0.258260606	0.092190793	0.649131303	-0.053902849	0.805534889	0.249407253	0.094049679	-0.125121511	0.474285469
BB_0490	BB_0490	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	7352.739728	-0.107998653	0.258260606	-0.354287874	2.24E-05	-0.872689011	5.75E-28	-0.214160137	0.014167871	-0.497856352	1.84E-09
BB_B24	BB_B24	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	170.9187316	0.2052823	0.258260606	0.035354888	0.902085545	0.108704949	0.707602373	-0.101983969	0.357207005	0.038917604	0.856013465
BB_R44	BB_R44	NA	NA	NA	up-nymphs	up	NA	NA	NA	FALSE	108.3481507	0.203542612	0.263501009	0.446621816	0.079982177	1.810589143	1.36E-10	0.039737446	0.700939336	1.137222748	5.10E-05
BB_M04	BB_M04	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	62.18526423	-0.163538717	0.26467115	0.027424343	0.926239378	-0.186313863	0.601465586	0.090957261	0.215116332	-0.102141694	0.556685111
BB_N17	BB_N17	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	105.0478983	0.201149763	0.265284853	0.872196155	0.004087392	1.003683249	0.000985188	0.135623157	0.194910545	0.032209923	0.878446745
BB_0247	rdgB	MT	NA	NA	NA	NA	NA	down	down	FALSE	170.1955816	-0.189228753	0.268344406	-0.230418537	0.250746976	-0.196893462	0.372304635	-0.000411729	0.988997589	0.048136906	0.823100205
BB_0387	rpsL	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	6267.777246	-0.117009275	0.27117504	-0.477570624	2.54E-07	-0.716947954	9.44E-16	-0.3300564	0.001129085	-0.213804047	0.026231356
BB_I29	BB_I29	CE	S	NA	down-DMCs	NA	up	up	up	FALSE	1447.043563	0.11695467	0.27117504	0.311554562	0.000992136	0.902966959	8.09E-25	0.160516915	0.094797917	0.56613926	3.90E-10
BB_0483	rplV	TL	NA	NA	NA	NA	down	down	down	FALSE	4239.40225	-0.127511054	0.274191333	-0.269113577	0.012141063	-0.918248355	4.52E-20	-0.103618852	0.323337969	-0.620777148	1.89E-09
BB_0128	cmk	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1499.748976	-0.132331851	0.276169432	-0.276394767	0.01560264	-0.34583745	0.001583328	-0.099171086	0.357207005	-0.05183853	0.712692875
BB_0287	BB_0287	CM	NA	NA	up-DMCs	NA	NA	NA	up	FALSE	151.1713126	-0.181407467	0.276335336	0.103986809	0.613648182	-0.22678476	0.256683377	0.255915685	0.091477853	-0.292982099	0.093103991
BB_0036	BB_0036	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	8357.758917	-0.108137678	0.276938658	-0.096033631	0.336735314	-0.008239126	0.934752169	0.015440519	0.893885885	0.086231075	0.386676982
BB_0714	BB_0714	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1003.689208	-0.135177936	0.276938658	-0.16789697	0.180887846	-0.346435116	0.002466327	-0.014460187	0.909680721	-0.149038593	0.223610322
BB_0657	rpiA	MT	NA	NA	NA	NA	up	up	NA	FALSE	1026.115614	0.143472606	0.277071784	-0.031052017	0.863142097	0.307656427	0.013990089	-0.151081938	0.186184712	0.31767354	0.010123761
BB_0153	BB_0153	MT	NA	NA	NA	NA	down	down	down	FALSE	3072.40448	0.108153439	0.28521136	-0.040477515	0.72438762	-0.139211089	0.131323864	-0.136515365	0.131101119	-0.090582304	0.366081691
BB_0102	BB_0102	U	NA	NA	NA	NA	NA	up	NA	FALSE	188.7639039	0.185631927	0.28681076	-0.032501313	0.901360115	0.478637316	0.021772663	-0.156514221	0.217824341	0.458310184	0.019487078
BB_0249	BB_0249	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	814.1660546	0.139578511	0.289726985	0.067559926	0.663397506	0.045142275	0.769805574	-0.062168417	0.591443677	-0.023929484	0.882371993
BB_0506	rrmJ	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	639.3717248	0.140253272	0.290514002	0.401417643	0.001215279	0.179318608	0.17966611	0.194887144	0.096106686	-0.210432044	0.093583921
BB_0644	BB_0644	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	664.6707418	-0.16445842	0.290514002	-0.606690412	0.000174957	-0.546554154	0.000585342	-0.323308749	0.034140511	0.058852236	0.751653604
BB_0758	BB_0758	NA	S	NA	NA	NA	NA	NA	NA	TRUE	256.314109	-0.168045531	0.290514002	-0.373922725	0.027981693	-0.635039265	0.000167226	-0.095679839	0.424807568	-0.178311169	0.276877822
BB_B13	BB_B13	CD	NA	NA	NA	NA	NA	down	down	FALSE	327.5891951	0.16797058	0.290514002	0.545088402	0.000875251	0.394033727	0.018008727	0.248438436	0.082451324	-0.132205113	0.416117512
BB_S38	BB_S38	NA	NA	NA	NA	up	NA	NA	NA	FALSE	116.6458397	0.182087978	0.290514002	0.971727922	0.001851347	1.727310238	4.07E-08	0.194781723	0.117040682	0.421160402	0.073251937
BB_0770	BB_0770	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1102.092471	-0.14509749	0.291360259	0.150406483	0.29667514	-0.075553162	0.632907186	0.283550203	0.026918186	-0.211174838	0.102933613
BB_R41	BB_R41	NA	NA	NA	up-nymphs	up	NA	NA	NA	FALSE	167.2979316	0.188631534	0.291731877	0.705861248	0.003045149	1.047496292	1.11E-05	0.194479489	0.155033679	0.176505427	0.351605581
BB_0620	BB_0620	MT	NA	NA	NA	NA	down	down	down	FALSE	632.1982454	-0.143551718	0.292503235	0.000328919	0.994605375	0.179564014	0.195132162	0.11886685	0.301664049	0.159484892	0.235685338
BB_0706	BB_0706	TR	NA	NA	NA	NA	NA	up	NA	FALSE	338.5597024	0.165062992	0.297064234	0.203919791	0.232329213	0.339236176	0.043678348	0.006639613	0.954153044	0.085796024	0.625078664
BB_0333	BB_0333	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	4732.207112	-0.106812347	0.300046188	-0.197393235	0.035870178	-0.477992788	1.92E-08	-0.068637155	0.480460844	-0.260024851	0.00346361
BB_0807	BB_0807	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	309.6835318	-0.16243332	0.301657497	-0.178159422	0.30540784	-0.841641417	2.81E-07	0.006532283	0.957040365	-0.596171863	0.000343213
BB_M02	BB_M02	U	NA	NA	NA	NA	NA	NA	down	FALSE	46.73460006	0.141856781	0.301657497	0.344003996	0.18522307	0.118843328	0.755908334	0.011123467	0.889112656	-0.154662956	0.354361325
BB_N27	BB_N27	CE	NA	NA	NA	up	NA	NA	NA	FALSE	450.3583639	0.13639811	0.301657497	-0.097824336	0.501917718	-0.107664696	0.451368422	-0.212652237	0.072717438	-0.002147278	0.992850761
BB_O43	BB_O43	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	85.65488863	0.177688794	0.306350842	0.615337131	0.027458492	1.052063033	0.000377944	0.079636138	0.407640783	0.168377818	0.384095144
BB_0362	lgt	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1587.884431	-0.132714895	0.308578333	-0.084498334	0.55926792	-0.070708887	0.620843638	0.044290336	0.714029028	0.017956894	0.916462889
BB_H06	cspZ	CE	S	NA	NA	NA	NA	up	NA	FALSE	622.9759507	0.155984187	0.308578333	0.413391203	0.007544916	1.177891178	1.92E-15	0.149966112	0.228460517	0.69541495	3.94E-06
BB_A44	BB_A44	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	48.37304646	-0.162762999	0.311981927	-0.030873374	0.916374831	-0.258428037	0.435463718	0.069581435	0.393513735	-0.098904783	0.594449075
BB_B02	BB_B02	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	538.4815436	0.155402512	0.316149666	0.252138908	0.119054215	0.301662662	0.060838954	0.039517439	0.764647751	0.022594283	0.909765011
BB_L38	BB_L38	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	45.9601831	0.107173819	0.316149666	1.892812912	0.000918519	1.992615929	0.000322516	0.096968306	0.074004967	0.010147288	0.95747911
BB_0137	BB_0137	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	21318.27532	0.098060981	0.317114606	-0.178894588	0.066587613	0.007728731	0.923828152	-0.280429584	0.003717411	0.190149539	0.046469139
BB_0774	flgG	CM	NA	NA	NA	NA	NA	down	down	FALSE	3557.075251	0.099092011	0.317114606	-0.205610738	0.021166019	-0.178316601	0.043567349	-0.30049742	0.00099326	0.033584319	0.785228436
BB_0393	rplK	TL	NA	NA	NA	NA	down	down	down	FALSE	3391.064243	-0.102735698	0.319066469	-0.353356736	4.44E-05	-0.776055617	4.36E-21	-0.224769753	0.014355818	-0.400610617	3.18E-06
BB_0439	BB_0439	NA	NA	NA	NA	down	NA	NA	NA	FALSE	482.3004683	-0.149188964	0.320548154	-0.290174328	0.058926911	-0.521145162	0.00042411	-0.070847602	0.557229551	-0.171512594	0.252736077
BB_0796	BB_0796	U	NA	NA	NA	NA	NA	up	up	FALSE	1306.215646	-0.101057914	0.320853577	-0.053832128	0.632324945	-0.401771819	2.36E-06	0.044203278	0.660031757	-0.332445823	0.000143535
BB_0749	BB_0749	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	4762.28561	0.104005587	0.324332987	-0.122830084	0.228931399	0.125214708	0.195288007	-0.216295202	0.02170826	0.241194079	0.007863102
BB_0135	hisS	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2132.111247	-0.130387803	0.326540063	-0.208963326	0.110652755	0.008984693	0.949244381	-0.044343764	0.726920657	0.207985871	0.092348096
BB_0179	trmE	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	6824.258679	0.105374871	0.328832963	-0.184968853	0.060757551	-0.283093704	0.001708091	-0.282527698	0.003638376	-0.085253455	0.422947292
BB_0357	BB_0357	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	137.3791881	0.174418313	0.328832963	0.275604692	0.206218198	0.358166781	0.12965818	0.017033645	0.891173501	0.019042585	0.93499625
BB_0812	coaBC	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	494.8491599	0.146538946	0.328832963	0.152670637	0.347882246	0.155951575	0.340460657	-0.009805024	0.935810283	-0.00863277	0.966512105
BB_N32	BB_N32	CD	NA	NA	NA	NA	NA	NA	NA	TRUE	200.3620846	-0.171331197	0.328832963	-0.184770398	0.379449825	0.225877494	0.324276514	0.014333117	0.909745107	0.384016901	0.049550506
BB_0574	BB_0574	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	100.3953772	-0.170493066	0.332107896	-0.011893444	0.96472791	-0.487388118	0.088419489	0.089399425	0.36484416	-0.320989843	0.132907832
BB_0300	ftsA	CD	NA	NA	NA	NA	down	down	down	FALSE	11532.51541	-0.089685633	0.334284592	-0.334861631	1.25E-05	-0.359359274	1.14E-06	-0.222748417	0.006758044	-0.016906658	0.870233074
BB_0519	grpE	SR	NA	NA	NA	NA	up	NA	NA	FALSE	1220.52714	-0.167700581	0.338286292	-0.592793465	0.034205581	-0.63817208	0.029545931	-0.071234154	0.427714074	0.011866388	0.955229485
BB_K40	BB_K40	NA	NA	down	down-DMCs	NA	NA	NA	NA	FALSE	964.7668899	0.14052815	0.341416371	0.32713132	0.025327037	0.840857297	1.12E-09	0.106439781	0.368184023	0.450568835	0.001212921
BB_O32	BB_O32	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	303.6884677	-0.162349558	0.342730608	-0.13054421	0.519762555	0.334719597	0.087774433	0.033638973	0.800442971	0.442819206	0.015034728
BB_0113	rpsR	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1070.692699	0.12615316	0.342959648	-0.203318679	0.118913026	-0.133371993	0.319002049	-0.320827088	0.009792459	0.068946599	0.634049199
BB_0143	BB_0143	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	198.6965276	0.163236249	0.344984965	0.16484356	0.412494395	0.482413676	0.014449746	-0.018127074	0.891953112	0.218855606	0.217966203
BB_0184	csrA	TR	NA	NA	NA	NA	up	NA	NA	FALSE	43.20438582	0.150764445	0.344984965	0.16340401	0.497873524	0.289473065	0.38818012	-0.020768238	0.82674125	0.017253976	0.937169066
BB_0775	BB_0775	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	4434.403718	-0.094704658	0.344984965	-0.324679579	0.000123759	-0.445926907	4.01E-08	-0.203752961	0.022999757	-0.105208636	0.265837404
BB_F20	BB_F20	U	S	down	down-DMCs	NA	NA	up	up	FALSE	110.787555	0.169736011	0.344984965	0.401177664	0.086054934	1.193344078	1.37E-06	0.053834911	0.61815945	0.578799472	0.011777221
BB_0421	BB_0421	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1311.88164	-0.115002776	0.346577125	-0.203288622	0.076597545	-0.386125114	0.000281674	-0.057258541	0.592969147	-0.155034187	0.177009888
BB_H09	BB_H09	RR	NA	up	up-nymphs	NA	NA	NA	up	FALSE	166.5253436	0.161195641	0.346577125	0.948901361	0.00215693	1.186178613	0.000123853	0.212557413	0.103415099	0.07744836	0.707745081
BB_0149	BB_0149	CM	NA	NA	NA	NA	down	down	down	FALSE	10151.39473	-0.083182812	0.346678952	-0.255691422	0.001681008	-0.241313295	0.001843386	-0.140634147	0.093772805	0.015402729	0.892984228
BB_0324	BB_0324	CE	P	NA	NA	NA	NA	up	NA	FALSE	404.1616003	0.148589181	0.351180663	0.042569568	0.84619149	0.058966931	0.771738827	-0.082019363	0.503870745	0.008654508	0.966597338
BB_0022	ruvB	NA	NA	NA	NA	down	NA	NA	NA	FALSE	1972.281505	0.114695879	0.35223994	-0.140840967	0.251632382	-0.172601813	0.133235713	-0.241036291	0.02855183	-0.022100884	0.881044332
BB_0032	BB_0032	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	907.3994569	0.120549099	0.35223994	-0.102722178	0.452565713	0.747745551	1.60E-11	-0.204158715	0.074004967	0.853117987	7.83E-14
BB_0312	BB_0312	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	755.6355118	0.126565434	0.35223994	-0.150218155	0.288412427	0.336807561	0.007200974	-0.261360999	0.03386256	0.479549965	0.000106016
BB_0327	BB_0327	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	9338.624273	-0.088869487	0.35223994	-0.114745355	0.198551796	-0.183653658	0.021813556	-0.021418775	0.869355092	-0.060000999	0.525307222
BB_0542	BB_0542	NA	P	NA	NA	down	NA	NA	NA	FALSE	1265.757833	0.128950506	0.35223994	0.342515393	0.008937301	0.049745779	0.758756515	0.143199123	0.218004172	-0.279314238	0.028359232
BB_0739	BB_0739	NA	NA	NA	NA	down	NA	NA	NA	FALSE	531.7209943	-0.153175172	0.35223994	-0.093529569	0.638436842	-0.346870646	0.054009934	0.048927624	0.691302953	-0.190620931	0.249315011
BB_0165	BB_0165	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1636.897616	0.108952474	0.356160313	0.062131451	0.635238311	-0.01657179	0.90142964	-0.040318766	0.700625934	-0.07447996	0.546555298
BB_0185	BB_0185	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	359.1357658	-0.161092778	0.35694231	0.097180439	0.668347144	-0.354313088	0.100618398	0.207466428	0.144576979	-0.413160442	0.034211881
BB_0766	cvpA	CE	NA	NA	NA	NA	NA	NA	NA	TRUE	167.8264781	-0.163125705	0.358062827	0.024075586	0.929284757	-0.064095941	0.806337391	0.123643728	0.29569253	-0.063109982	0.764002468
